,username,timestamp,location,following,followers,totaltweets,retweetcount,text,hashtags
295,The_Lexophile,2021-01-13 14:38:36,,832,201,3375,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
296,HindustanTimes,2021-01-13 14:38:32,"New Delhi, India",12,31451,262754,0,"Fire breaks out at a colony in Kolkata's Baghbazar area, 20 fire tenders present at site https://t.co/eTibwdxWCd",[]
297,SSanyal,2021-01-13 14:38:28,"New Delhi, India",2920,1788,25253,4,"Massive fire in #Kolkata's Baghbazar area, 20 fire tenders rushed to the spot @NewsMobileIndia https://t.co/sxaLtKez5u",['Kolkata']
298,NewsMobileIndia,2021-01-13 14:37:46,India,94,16169,166105,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
299,youngroy25,2021-01-13 14:37:15,Dubai/Washington/Gujarat,493,1874,107465,0,"Massive Fire At Kolkata's Baghbazar, 20 Fire Engines At The Spot - NDTV https://t.co/GXHBn6DTfo",[]
300,chuenchenliu,2021-01-13 14:35:41,Kolkata | Noida,440,554,6399,3,#Watch| Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire. No injury has been reported as of yet. #Eisamay https://t.co/ReHIlTDZ3e,['Watch']
301,ndtvfeed,2021-01-13 14:35:02,,2,260913,304347,1,"Massive Fire At Kolkata's Baghbazar, 20 Fire Engines At The Spot https://t.co/m2RTnib5tT https://t.co/HV4EvachwL",[]
302,AsianetNewsEN,2021-01-13 14:34:09,"Bengaluru, India",614,26250,31011,0,"Massive fire reported at #Kolkata's Baghbazar area, over 20 fire engines at the spot. https://t.co/bWgXaMZixH",['Kolkata']
303,sourav_sngupta,2021-01-13 14:33:25,"Kolkata, India",695,396,35689,3,Fire spreads in #Baghbazar. 10 fire engines at the spot. Multiple cylinder blasts reported in the colony opposite Baghbazar women College. Girish Park to Central Avenue road blocked. No reports of any casualty yet. https://t.co/yot6CyJE2O,['Baghbazar']
304,Surya29011996,2021-01-13 14:32:34,"Baleshwar, India",123,69,29048,2,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported

https://t.co/Tt0oF0SYCU",[]
305,ArunShivhare100,2021-01-13 14:32:02,DELHI,1980,101,31795,3,Fire spreads in #Baghbazar. 10 fire engines at the spot. Multiple cylinder blasts reported in the colony opposite Baghbazar women College. Girish Park to Central Avenue road blocked. No reports of any casualty yet. https://t.co/yot6CyJE2O,['Baghbazar']
306,scroll_in,2021-01-13 14:31:54,,98,382825,343623,2,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported

https://t.co/Tt0oF0SYCU",[]
307,SreyashiDey,2021-01-13 14:31:41,"Kolkata, India",538,5905,10595,3,Fire spreads in #Baghbazar. 10 fire engines at the spot. Multiple cylinder blasts reported in the colony opposite Baghbazar women College. Girish Park to Central Avenue road blocked. No reports of any casualty yet. https://t.co/yot6CyJE2O,['Baghbazar']
308,thelateralz,2021-01-13 14:31:26,,109,25,3035,0,"Massive Fire Breaks Out At Kolkata's Baghbazar

#Kolkata #fire #kolkatafire #baghbazar #bagbazar #westbengal #massivefire https://t.co/gnkMphyw2h","['Kolkata', 'fire', 'kolkatafire', 'baghbazar', 'bagbazar', 'westbengal', 'massivefire']"
309,CaesarNakrop,2021-01-13 14:29:26,,1254,34,1609,3,"#BreakingNews: Massive #fire breaks out at a colony at Rajballav Para in #Baghbazar area of North Kolkata, eight fire tenders present at the spot. (Further Details Awaited) | Mobile Video Courtesy: Abir Ghoshal | #KolkataFire 🔥 @Breaking_24X7 @WestBengal_BN @BengalNewzIndia https://t.co/0BVZGLOH3H","['BreakingNews', 'fire', 'Baghbazar']"
310,Breaking24_7,2021-01-13 14:22:59,London,48,2097,110766,3,"#BreakingNews: Massive #fire breaks out at a colony at Rajballav Para in #Baghbazar area of North Kolkata, eight fire tenders present at the spot. (Further Details Awaited) | Mobile Video Courtesy: Abir Ghoshal | #KolkataFire 🔥 @Breaking_24X7 @WestBengal_BN @BengalNewzIndia https://t.co/0BVZGLOH3H","['BreakingNews', 'fire', 'Baghbazar']"
311,BengalNewzIndia,2021-01-13 14:19:45,"Kolkata, West Bengal, India",7,3058,22109,3,"#BreakingNews: Massive #fire breaks out at a colony at Rajballav Para in #Baghbazar area of North Kolkata, eight fire tenders present at the spot. (Further Details Awaited) | Mobile Video Courtesy: Abir Ghoshal | #KolkataFire 🔥 @Breaking_24X7 @WestBengal_BN @BengalNewzIndia https://t.co/0BVZGLOH3H","['BreakingNews', 'fire', 'Baghbazar']"
312,I_Rahul29,2021-01-13 14:19:20,"India, Jodhpur ( Rajasthan )",676,3180,615324,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
313,BengalNewz,2021-01-13 14:18:17,Kolkata🇮🇳 and Dhaka🇧🇩,6,5276,54241,3,"#BreakingNews: Massive #fire breaks out at a colony at Rajballav Para in #Baghbazar area of North Kolkata, eight fire tenders present at the spot. (Further Details Awaited) | Mobile Video Courtesy: Abir Ghoshal | #KolkataFire 🔥 @Breaking_24X7 @WestBengal_BN @BengalNewzIndia https://t.co/0BVZGLOH3H","['BreakingNews', 'fire', 'Baghbazar', 'KolkataFire']"
314,nbansalji,2021-01-13 14:17:41,"Kolkata, India",959,155,5650,2,"#WestBengal: Fire breaks out near Baghbazar's slum area of Kolkata, eight fire tenders present at the spot. https://t.co/OpVFEiSn27",['WestBengal']
315,Plchakraborty,2021-01-13 14:17:38,"Kolkata, India",990,3823,3499,3,#Watch| Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire. No injury has been reported as of yet. #Eisamay https://t.co/ReHIlTDZ3e,"['Watch', 'Eisamay']"
316,mesyedsalu,2021-01-13 14:14:57,Bengaluru,88,105,45374,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
317,utkarshs88,2021-01-13 14:12:27,"Delhi, India",3071,1222,6675,1,"West #Bengal : Fire breaks out at a colony in #Baghbazar area of #Kolkata , eight fire tenders present at the spot https://t.co/rjq9l3ymkQ","['Bengal', 'Baghbazar', 'Kolkata']"
318,AmitSha81107164,2021-01-13 14:09:11,भारत,99,1137,43436,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata']"
319,abirghoshal,2021-01-13 14:08:02,,2113,539,951,0,Massive Fire at Kolkata Baghbazar area. Details @News18Bengali https://t.co/S5nJ8bfyZ4,[]
320,Shahnazsays,2021-01-13 14:07:12,"कोलकाता, भारत",503,201,1634,2,"#WestBengal: Fire breaks out near Baghbazar's slum area of Kolkata, eight fire tenders present at the spot. https://t.co/OpVFEiSn27",['WestBengal']
321,khalid771779,2021-01-13 14:06:04,"Bisfi, India",284,175,12546,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
322,SreyashiDey,2021-01-13 14:04:38,"Kolkata, India",538,5905,10595,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata']"
323,htTweets,2021-01-13 14:03:17,India,126,7870349,831735,2,"Fire breaks out at a colony in Kolkata's Baghbazar area, 8 fire tenders present at site

https://t.co/NNBFoCfz89 https://t.co/94R8TECF9L",[]
324,ShivSha33400586,2021-01-13 14:03:16,,605,101,15052,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
325,God61284517,2021-01-13 14:02:44,India,200,171,79006,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
326,ksurya1007,2021-01-13 14:01:09,"Hyderabad, India",1054,269,1208,0,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)
#WestBengal","['Fire', 'Kolkata', 'WestBengal']"
327,HindustanTimes,2021-01-13 14:00:57,"New Delhi, India",12,31451,262754,0,"Fire breaks out at a colony in Kolkata's Baghbazar area, 8 fire tenders present at site https://t.co/eTibwdxWCd",[]
328,TOICitiesNews,2021-01-13 13:59:58,,98,22379,849266,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata']"
329,TOIKolkata,2021-01-13 13:59:36,"Kolkata, India",31,5887,42193,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata', 'WestBengal']"
330,Seetharamakota3,2021-01-13 13:59:00,"उडुपि, भारत",5005,3904,464658,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
331,ShabanaANI2,2021-01-13 13:58:18,Kolkata,40,624,2183,0,Fire at Baghbazar 's Colony  .Eight fire tenders working on the spot. More details awaited .,[]
332,MrSamratX,2021-01-13 13:58:07,Kolkata,4340,9640,51308,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
333,MLMANDOWARA,2021-01-13 13:57:17," Udaipur, India",1348,3261,441937,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
334,diiablerie,2021-01-13 13:56:05,"in my room, on my bed",324,1379,24264,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
335,DhirajK73664310,2021-01-13 13:55:52,"Kolkata, India",1925,57,4356,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
336,HemantKothari3,2021-01-13 13:55:43,"Kalyan Dombivali, India",231,554,12902,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
337,thegorkhabro,2021-01-13 13:55:40,"@darjeeling,india",404,33,32621,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
338,ANI,2021-01-13 13:55:01,India,0,5096316,453483,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
339,4rahulpatra,2021-01-13 07:59:36,Kolkata,25,4,23,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
340,ydnadydnad,2021-01-13 04:29:15,"India, unplugged",1971,1658,7072,0,"@Abhishek_Kar_AK That must be another Bichali Ghat! The #BichaliGhat in Baghbazar is squeezed between the current Ferry ghat and Mayer Ghat...where boats would bring  বিচালি  (rice straw) from the villages...here's a bit of #Baghbazar history.

https://t.co/T0heVRSKFH","['BichaliGhat', 'Baghbazar']"
341,feluda_007,2021-01-13 03:54:41,,249,9,1696,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
342,pf2xhTe580YQwm0,2021-01-13 03:43:11,,148,65,4682,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
343,bababirinchi,2021-01-13 03:42:56,"Puruliya, India",151,69,193,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
344,Mr_Zaid_Ahmed,2021-01-13 03:10:59,"Kolkata, India",965,233,25765,4,First consignment of 6.89 lac Covishield vaccines will arrive in WB today at 2:30 PM by a special cargo flight. These vaccines will be stored at Central Vaccines Store at Baghbazar &amp; then be transported to different districts for vaccination of Healthcare workers. @ZeeNews,[]
345,the_hindu,2021-01-12 23:00:11,"Chennai, India",212,6590767,355594,0,"#WestBengal’s Home Department said that these “vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority”.
https://t.co/o0gQg7Txu3 #Covid19","['WestBengal', 'Covid19']"
346,Subhadi13961708,2021-01-12 18:57:58,"Kolkata, India",375,24,75,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
347,ydnadydnad,2021-01-12 18:28:26,"India, unplugged",1971,1658,7072,0,Excellent initiative. I hope the #BichaliGhat near #Baghbazar - such history! - gets its due and gets a face lift too. Love walking that stretch through Kumortuli and beyond along the Ganges. https://t.co/ipzz7JugVt https://t.co/mHqAmfwSwv,"['BichaliGhat', 'Baghbazar']"
348,TZohail,2021-01-12 17:09:13,"Kolkata, India",8,0,7,34,These  vaccines shall be stored at our Central Vaccines Store at Baghbazar and will be then transported to different districts for vaccination of Health Care Workers as per priority.(2/2),[]
349,Itsanindita,2021-01-12 16:49:01,Kolkata,2340,5031,5319,1,First consignment of 6.89 lac Covishield vaccines arrived in WB today at 2:30 PM by a special cargo flight. These vaccines will be stored at Central Vaccines Store at Baghbazar &amp; then be transported to different districts for vaccination of Healthcare workers. #covid_19 https://t.co/WffXN5LnI6,[]
